match_id,distance_to_goal,shot_angle_rad,keeper_pressure_ratio,nearest_defender_distance,blocker_count,defenders_count,under_pressure,is_goal,body_part_Left Foot,body_part_Other,body_part_Right Foot,play_pattern_From Counter,play_pattern_From Free Kick,play_pattern_From Goal Kick,play_pattern_From Keeper,play_pattern_From Kick Off,play_pattern_From Throw In,play_pattern_Regular Play,active_shot_type
3753983,11.268096556206816,0.6053900106614706,0.7969877130937456,1.2999999999999972,0,6,1,0,0,0,0,0,0,0,0,0,0,1,1
3753983,16.966437457521835,0.4279292655727995,0.7463289344140687,5.977457653551384,0,6,0,0,1,0,0,0,1,0,0,0,0,0,1
3753983,27.44485379811669,0.2126805629217845,0.9250402856188428,12.376186811776886,3,10,0,0,0,0,1,0,1,0,0,0,0,0,1
3753983,10.903669107231746,0.6985025292923068,0.7889385841080979,1.503329637837291,1,9,0,0,0,0,0,0,1,0,0,0,0,0,1
3753983,24.833847869389867,0.316587915667467,0.8560729768871277,2.983286778035252,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1
3753983,29.61384811198977,0.2606081749774195,0.8059166824259938,4.669047011971495,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1
3753983,7.0178344238090995,1.034985088834433,0.815335252276057,1.7029386365926389,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1
3753983,23.846593048064538,0.3148626667210847,0.8574084781190985,3.2062439083762757,1,9,0,0,1,0,0,0,0,0,0,0,0,1,1
3753983,23.170886905770352,0.3050204875283174,0.7411557036726859,1.746424919657294,0,8,0,0,0,0,1,0,0,0,0,0,1,0,1
3753983,22.284748147555984,0.2926341625055473,0.7951647032014018,3.080584360149873,1,6,0,0,0,0,1,0,0,0,0,0,0,1,1
3753983,8.000624975587838,0.9024055935433516,0.7592578127246421,2.2472205054244156,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3753983,11.027692415006864,0.4011947550443819,0.8679815613192664,2.549509756796392,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3753983,6.935416353759874,0.9889664843521108,0.1223471085429282,3.921734310225517,0,5,0,1,0,0,1,0,1,0,0,0,0,0,1
3753983,11.52562362737913,0.4580173471540852,0.7003676928221716,9.928242543370908,0,7,0,1,1,0,0,0,1,0,0,0,0,0,1
3753983,24.92007223103497,0.2573033751992711,0.8741891646230553,4.220189569201843,1,8,0,0,1,0,0,0,0,0,0,0,0,1,1
3753983,25.12130569854999,0.244718517451151,0.7992061250849669,1.902629759044043,1,7,0,0,1,0,0,1,0,0,0,0,0,0,1
3753983,17.182840277439585,0.2307313606729784,0.7524613858344416,3.0083217912982625,0,6,0,0,0,0,1,0,1,0,0,0,0,0,1
3753983,16.337992532744035,0.3457855840347635,0.805424980658053,2.0591260281973973,0,7,0,0,1,0,0,0,0,0,1,0,0,0,1
3753984,9.437160589923222,0.7495422768227682,0.8624850897144766,1.3038404810405264,1,7,0,1,0,0,1,0,0,0,0,0,1,0,1
3753984,27.572631357924475,0.2443937014532446,0.8570269726395048,1.7029386365926389,1,8,0,0,0,0,1,0,0,0,0,0,0,1,1
3753984,28.80433995077825,0.2759314847370624,0.9600048311095076,3.3941125496954214,1,9,0,0,1,0,0,0,0,0,0,0,1,0,1
3753984,22.842942017174583,0.3461015466775638,0.8730231460668249,4.438468204234423,0,7,0,0,0,0,1,0,0,0,0,0,0,1,1
3753984,32.80746866187637,0.2425961927028055,0.9574097213433144,4.522167621838005,3,10,0,0,0,0,1,0,0,0,0,0,0,0,1
3753984,21.0059515376,0.311238039472025,0.7792202101956398,1.9849433241279213,1,7,0,0,0,0,1,1,0,0,0,0,0,0,1
3753984,17.11724276862369,0.4564013590209089,0.8539208905817992,1.523154621172787,1,6,1,0,0,0,1,1,0,0,0,0,0,0,1
3753984,15.900314462299171,0.4928983011658627,0.9057298115746404,3.026549190084311,2,6,0,1,0,0,1,0,0,0,0,0,1,0,1
3753984,23.005434140654675,0.3386911904767321,0.8989785837801798,6.053924347066112,2,8,0,0,0,0,1,0,1,0,0,0,0,0,1
3753984,15.208221460775745,0.5028093319649268,0.7511502701521784,2.2090722034374553,0,7,0,0,0,0,1,0,1,0,0,0,0,0,1
3753984,35.800558654859,0.2104759800628777,0.9275112593702894,5.714017850864656,0,8,0,0,0,0,1,0,0,0,0,0,0,1,1
3753984,28.81752938750995,0.2324452673928878,0.8748669940110588,2.6476404589747395,0,8,0,0,0,0,1,0,0,0,0,0,0,1,1
3753984,37.28391073908422,0.2026954955459994,0.9469372430973888,6.811754546370557,1,10,0,0,0,0,1,0,0,0,0,0,0,1,1
3753984,19.18801709400948,0.4016866470576956,0.7574749273225476,0.7211102550928041,1,6,0,0,0,0,1,0,0,0,0,0,1,0,1
3753984,20.385534086699806,0.3826016983685234,0.8573299005152517,7.720103626247506,1,7,0,0,0,0,1,0,0,0,0,0,1,0,1
3753984,27.51763071196356,0.1908438130025191,0.8830403022390075,6.466065264130886,0,8,0,0,0,0,1,0,1,0,0,0,0,0,1
